index	batch	corpus	source_document	label	second_label	sentence
1355	expansion_part1	us-congress	CHRG-116hhrg36596.txt	NO	NO	to offer him a job and say you can get--I am going to give you
1356	expansion_part1	us-congress	CHRG-114hhrg25006.txt	NO	NO	pass the legislation, then we'll know.
1357	expansion_part1	us-congress	CHRG-116hhrg36595.txt	NO	NO	Let me ask another question.
1358	expansion_part1	us-congress	CHRG-116shrg52728.txt	NO	NO	that we need to keep on working on.
1359	expansion_part1	us-congress	CHRG-118shrg58989.txt	YES	YES	TIP Report and will support the Government of Burundi's efforts in this
1360	expansion_part1	ietf	minutes-86-tsvarea.txt	NO	NO	Lars Eggert - we need a drop-tail considered harmful BCP - should come out of IETF process and have an RFC number for procurement - why TSV, because this is where we've started seeing the effect
1361	expansion_part1	ietf	minutes-69-ippm.txt	NO	NO	readability going in to the next version as well.
1362	expansion_part1	us-congress	CHRG-117shrg51736.txt	NO	NO	emphasize the need to ensure any steps taken do not undermine the
1363	expansion_part1	ietf	minutes-95-rtcweb.txt	NO	NO	Martin: I think I agree with Alissa; we should rip out justifications.
1364	expansion_part1	ietf	minutes-66-rmt.txt	NO	NO	- Lorenzo: the WG milestones needs to be updated
1365	expansion_part1	us-congress	CHRG-117shrg47903.txt	NO	NO	And we are just going to focus on
1366	expansion_part1	us-congress	CHRG-116hhrg35663.txt	NO	NO	need to be focusing and growing those particular things.
1367	expansion_part1	us-congress	CHRG-118hhrg53710.txt	NO	NO	I will not support what the Department is trying to do, and
1368	expansion_part1	us-congress	CHRG-116shrg36264.txt	NO	NO	If we don't have affordability, we will fail.
1369	expansion_part1	us-congress	CHRG-117hhrg48475.txt	NO	NO	Well, I was from a small State and had to
1370	expansion_part1	ietf	minutes-74-ipfix.txt	NO	NO	Juergen: we should add a comment to the deprecated element in the IANA
1371	expansion_part1	ietf	minutes-92-ecrit.txt	NO	NO	Discussion went around [and around] whether this draft does or does not address emergency calls and if a data only option should be considered in addition.
1372	expansion_part1	us-congress	CHRG-118shrg55526.txt	NO	NO	Security receives the resources it needs to bolster
1373	expansion_part1	us-congress	CHRG-117hhrg46728.txt	NO	NO	going to be in 4 weeks, in 8 weeks, and by the end of 2022.
1374	expansion_part1	us-congress	CHRG-114hhrg25212.txt	NO	NO	recommend that should this recommendation be considered, this concern
1375	expansion_part1	us-congress	CHRG-118hhrg57756.txt	NO	NO	are certainly committed to, is to recognizing what are the
1376	expansion_part1	us-congress	CHRG-116hhrg38643.txt	NO	NO	As far as I know, there is no plan to extend the service
1377	expansion_part1	us-congress	CHRG-116shrg29104926.txt	NO	NO	assurance we're going to get there as quickly as we can.
1378	expansion_part1	us-congress	CHRG-118hhrg55613.txt	NO	NO	need to improve clarity and avoid making confusion worse.
1379	expansion_part1	us-congress	CHRG-117shrg57047.txt	NO	NO	And you know, hopefully the station will go
1380	expansion_part1	us-congress	CHRG-118hhrg59459.txt	NO	NO	I will take a cut at that first.
1381	expansion_part1	us-congress	CHRG-114hhrg20613.txt	NO	NO	So, I will commend you for that.
1382	expansion_part1	us-congress	CHRG-115hhrg31120.txt	NO	NO	should continue, as the other agencies have done?
1383	expansion_part1	ietf	minutes-67-ecrit.txt	NO	NO	Jonathan: with Brian - this is hard stuff, should take a look later.
1384	expansion_part1	ietf	minutes-112-add.md	NO	NO	Should I be able to use something other than IP as name in DoH URI?
1385	expansion_part1	us-congress	CHRG-116hhrg37407.txt	NO	NO	fact that we know well in southern California where I live, and
1386	expansion_part1	us-congress	CHRG-117shrg47024.txt	NO	NO	And, Mr. Adeyemo, I am going to try to go through three or
1387	expansion_part1	us-congress	CHRG-115hhrg29991.txt	NO	NO	said that distributing is going to be overseen by the FDA, but
1388	expansion_part1	ietf	minutes-89-ccamp.txt	YES	YES	Deborah Brungard: Please provide text for the liaison, we will send it to Q6/Q11/Q12, particularly mention hitless.
1389	expansion_part1	us-congress	CHRG-118hhrg59459.txt	NO	NO	Reservoir Operations Assessment, which will further our understanding
1390	expansion_part1	us-congress	CHRG-117shrg46752.txt	NO	NO	residency programs as well, I think we can strategically work
1391	expansion_part1	us-congress	CHRG-114hhrg23565.txt	NO	NO	So this should be the carrot to
1392	expansion_part1	us-congress	CHRG-114shrg93106.txt	NO	NO	The fiscal year 2016 President's Budget request will provide DEA
1393	expansion_part1	us-congress	CHRG-118hhrg51706.txt	NO	NO	But let me move to AVs quickly.
1394	expansion_part1	us-congress	CHRG-118jhrg51694.txt	NO	NO	committed to following the Middle Way Policy: the way forward shown by
1395	expansion_part1	us-congress	CHRG-115shrg32492.txt	NO	NO	If confirmed, let me repeat what I said in the opening,
1396	expansion_part1	us-congress	CHRG-118shrg58989.txt	NO	NO	encourage projects that demonstrate our care for the well-being of the
1397	expansion_part1	us-congress	CHRG-116shrg38343.txt	NO	NO	I am going to focus a little bit on our farmers, and we do
1398	expansion_part1	ietf	minutes-89-tls.txt	NO	NO	DmG: I do think we need to limit the scope.
1399	expansion_part1	us-congress	CHRG-116shrg52730.txt	NO	NO	the port side itself, there's going to be exponential growth.
1400	expansion_part2	us-congress	CHRG-117hhrg48645.txt	NO		Well, again, one of Professor Levitin's points,
1401	expansion_part2	us-congress	CHRG-117hhrg43953.txt	NO		Improved policies and practices should be encouraged by federal
1402	expansion_part2	us-congress	CHRG-117hhrg47051.txt	NO		that will create systematic transformational change for
1403	expansion_part2	us-congress	CHRG-117hhrg48367.txt	YES		We will make your office aware
1404	expansion_part2	us-congress	CHRG-118hhrg53604.txt	NO		Let me thank the witnesses for their
1405	expansion_part2	us-congress	CHRG-118hhrg56926.txt	NO		going to get an answer to it until after the election,
1406	expansion_part2	us-congress	CHRG-115shrg37709.txt	NO		about whether compliant MTM programs will qualify for inclusion in the
1407	expansion_part2	us-congress	CHRG-118hhrg57069.txt	NO		Well, I will yield back, but perhaps we could have a next
1408	expansion_part2	ietf	minutes-95-dtn.txt	NO		Need a registry of hash functions as well.
1409	expansion_part2	us-congress	CHRG-118hhrg56991.txt	NO		needs to be an emphasis there.
1410	expansion_part2	us-congress	CHRG-116shrg41390.txt	NO		should be kept to a minimum.
1411	expansion_part2	us-congress	CHRG-118hhrg53741.txt	NO		I'll start with you, Lieutenant General Glynn.
1412	expansion_part2	us-congress	CHRG-115jhrg30232.txt	NO		Dalai Lama will be determined by the Chinese Communist Party,
1413	expansion_part2	ietf	minutes-71-6man.txt	NO		Dave T - agrees with Alain (IF/than SHOULD.)
1414	expansion_part2	us-congress	CHRG-114hhrg20613.txt	NO		I am going to begin with a topic that receives far less
1415	expansion_part2	us-congress	CHRG-114hhrg98917.txt	NO		good and has increased, but we also need to make sure that we
1416	expansion_part2	ietf	minutes-114-manet.txt	NO		Also, part of normal operation for some protocols, that you are going to break.
1417	expansion_part2	us-congress	CHRG-116hhrg40283.txt	NO		Hopefully he will get back here before the Committee
1418	expansion_part2	us-congress	CHRG-118hhrg54363.txt	NO		The written statement of Mr. Tinston will be entered into
1419	expansion_part2	us-congress	CHRG-118shrg55612.txt	NO		government should not put in place a one size fits all
1420	expansion_part2	us-congress	CHRG-116hhrg43928.txt	NO		will follow a well understood cost reduction curve and
1421	expansion_part2	ietf	minutes-107-drip.txt	NO		Jim Reid: need to ask the WG to adopt,
1422	expansion_part2	ietf	minutes-65-ips.txt	NO		No decisions made - drafts will be considered
1423	expansion_part2	us-congress	CHRG-117shrg45439.txt	NO		Afghanistan going to cost the American taxpayer billions of dollars,
1424	expansion_part2	us-congress	CHRG-117shrg55819.txt	NO		themselves and the freshwater regions, as well as looking at
1425	expansion_part2	ietf	minutes-116-quic.md	NO		I was under impression that we agreed to varint it, because that's what we do in this WG.
1426	expansion_part2	us-congress	CHRG-117hhrg43321.txt	NO		I now will recognize the gentleman from Maryland, Mr.
1427	expansion_part2	us-congress	CHRG-118hhrg53006.txt	NO		promised the witnesses, we are going to take a 10-minute recess
1428	expansion_part2	us-congress	CHRG-117hhrg47210.txt	NO		So we think we have a good plan to do that, but in many
1429	expansion_part2	us-congress	CHRG-118shrg54562.txt	NO		will repeat the top three from my recommendations.
1430	expansion_part2	us-congress	CHRG-117hhrg47478.txt	NO		I will ask Ash Sheriff to chime in on
1431	expansion_part2	us-congress	CHRG-114shrg93106.txt	NO		that behavior will not tatter or wear out or even break the
1432	expansion_part2	ietf	minutes-102-tls.txt	YES		Will probably pull from the Editor's queue but will revisit.
1433	expansion_part2	us-congress	CHRG-117shrg51736.txt	NO		This committee is strongly committed to fighting
1434	expansion_part2	ietf	minutes-87-irtfopen.txt	NO		charted by the end of this meeting.
1435	expansion_part2	ietf	minutes-70-dccp.txt	YES		Gorry: Yes, good idea, we will add this in the next revision.
1436	expansion_part2	us-congress	CHRG-116hhrg36523.txt	NO		I will take your word for it.
1437	expansion_part2	us-congress	CHRG-114hhrg20751.txt	NO		will take notice if they are, again, enforced to the least
1438	expansion_part2	us-congress	CHRG-117hhrg47821.txt	NO		Well, in terms of managing on a continuing
1439	expansion_part2	us-congress	CHRG-116shrg19104901.txt	NO		the Reserve Fund, will also enable the SEC to continue investments to
1440	expansion_part2	ietf	minutes-101-mpls.txt	NO		Xiaohu: this draft and ours are leverage MPLS - should the 2 draft be combined?
1441	expansion_part2	us-congress	CHRG-116jhrg39553.txt	NO		saying up to the year 2024, that there is going to be another
1442	expansion_part2	ietf	minutes-92-dots.txt	NO		** If we share this information using DOTS, we are going to be much faster at responding to evolutions in the threat landscape.
1443	expansion_part2	ietf	minutes-83-rtgwg.txt	YES		We'll revisit adoption in around a month.
1444	expansion_part2	us-congress	CHRG-117shrg53390.txt	NO		formula funds as well as for programs like the Bus and Bus Facilities
1445	expansion_part2	us-congress	CHRG-117hhrg46728.txt	NO		I have always said schools should be the last place to
1446	expansion_part2	us-congress	CHRG-117shrg49553.txt	NO		The IIJA will make the largest Federal investment in
1447	expansion_part2	ietf	minutes-119-privacypass-202403200500.md	NO		Timestamps: ways to round the expiration so there will be many users in
1448	expansion_part2	us-congress	CHRG-116hhrg36523.txt	NO		Well, may I give you an example?
1449	expansion_part2	us-congress	CHRG-114hhrg20533.txt	NO		There also needs to be a more direct confrontation of
1450	expansion_part2	us-congress	CHRG-117hhrg45587.txt	NO		Congress should at minimum replace the portion of ATVM
1451	expansion_part2	us-congress	CHRG-117hhrg43964.txt	NO		so much of it would go to households earning well above median
1452	expansion_part2	us-congress	CHRG-117shrg51736.txt	FRAG		If confirmed, I will continue to
1453	expansion_part2	us-congress	CHRG-114shrg98771.txt	NO		programs, in exchange for certain subsidies, private parties agree to
1454	expansion_part2	us-congress	CHRG-114shrg24851.txt	NO		from one employee to 1,500 employees, I can tell you that these
1455	expansion_part2	us-congress	CHRG-117shrg54686.txt	NO		III judge, should you be confirmed?
1456	expansion_part2	us-congress	CHRG-117shrg59772.txt	NO		stable nuclear environment with the Russians will continue to
1457	expansion_part2	us-congress	CHRG-117hhrg48851.txt	NO		And there is this thing called will.
1458	expansion_part2	ietf	minutes-106-nwcrg.md	NO		VR: A question for the group is whether we should adopt I-Ds as research group document?
1459	expansion_part2	us-congress	CHRG-118hhrg56568.txt	NO		Third, Congress and the White House should consider whether
1460	expansion_part2	us-congress	CHRG-117shrg57047.txt	FRAG		The Solar Electric Propulsion (SEP) project will
1461	expansion_part2	ietf	minutes-126-teas-202607221200.md	NO		we need to have an alignment with the Green WG that is where information
1462	expansion_part2	ietf	minutes-66-sieve.txt	NO		Kjetil: generic options valid for all methods should be explicit :keywords.
1463	expansion_part2	us-congress	CHRG-117hhrg47035.txt	NO		talent that will make us the agency that the Nation deserves.
1464	expansion_part2	us-congress	CHRG-118hhrg56532.txt	NO		If we are going to spend the afternoon discussing the work
1465	expansion_part2	us-congress	CHRG-114hhrg20546.txt	NO		So, all I can say, Congressman, is that the 9,000 employees
1466	expansion_part2	ietf	minutes-88-ospf.txt	YES		I'm probably going to do that anyway over Christmas.
1467	expansion_part2	ietf	minutes-123-fantel-202507240730.md	NO		use cases and problem statements, that solution analysis will be
1468	expansion_part2	us-congress	CHRG-117shrg45187.txt	YES		To answer your question, we will work directly
1469	expansion_part2	us-congress	CHRG-117shrg48296.txt	NO		employees must consent to a shift to these accounts, which will occur
1470	expansion_part2	us-congress	CHRG-118hhrg52929.txt	NO		the Chair's requests, as well as other Committees with
1471	expansion_part2	us-congress	CHRG-117shrg50344.txt	NO		We need to make sure government
1472	expansion_part2	us-congress	CHRG-118hhrg53710.txt	NO		For example, it will enable us
1473	expansion_part2	us-congress	CHRG-117shrg44456.txt	NO		going to improve its relationship with China unless China
1474	expansion_part2	us-congress	CHRG-117hhrg48999.txt	NO		Where is this going to go?
1475	expansion_part2	us-congress	CHRG-118hhrg57808.txt	NO		Mr. Chairman, I am going to yield back.
1476	expansion_part2	us-congress	CHRG-118hhrg57756.txt	NO		recommends that DOD surplus equipment and parts should be made
1477	expansion_part2	us-congress	CHRG-116hhrg38643.txt	YES		So when this hearing is over, I will have my staff get with
1478	expansion_part2	ietf	minutes-88-rtcweb.txt	NO		We need to make the MTI decision as there are many more implementation other than the 4 browsers.
1479	expansion_part2	us-congress	CHRG-115hhrg35951.txt	NO		using our Part 15 process to certify that they will notify
1480	expansion_part2	ietf	minutes-89-ccamp.txt	NO		We might take such text and put it into to a different framework that will cover a signaling based approach.
1481	expansion_part2	us-congress	CHRG-116hhrg40459.txt	NO		Certainly, not every agency will be implicated in any one case, but
1482	expansion_part2	us-congress	CHRG-115shrg40416.txt	NO		going to approve the strategy, and they are going to submit
1483	expansion_part2	us-congress	CHRG-116hhrg35337.txt	NO		and so I think when it comes to the academies as well.
1484	expansion_part2	us-congress	CHRG-118hhrg55586.txt	NO		terms were on that lease, but I will assure you one thing.
1485	expansion_part2	us-congress	CHRG-118hhrg54153.txt	NO		Robinson Honoring our Promise to Address Comprehensive Toxics
1486	expansion_part2	ietf	minutes-103-qirg.txt	NO		We'd need to understand more fundamentals before we can know how to do things.
1487	expansion_part2	ietf	minutes-126-icnrg-202607221400.md	NO		**David Oran**:Q: Do consumers as well as producers need to register
1488	expansion_part2	us-congress	CHRG-118hhrg57059.txt	NO		The image of children in cages will haunt our Nation for decades to
1489	expansion_part2	ietf	minutes-125-ietf-202603180830.md	NO		And I don't know how we are going to do it in terms of process, tools, et cetera.
1490	expansion_part2	us-congress	CHRG-114hhrg20101.txt	NO		Well, let me go to Mr. Dubowitz for a short
1491	expansion_part2	us-congress	CHRG-117shrg46951.txt	NO		will leave office with the economy in ruins.
1492	expansion_part2	ietf	minutes-70-tsvarea.txt	NO		from cookbook from the 1980's. Difference between well-known and
1493	expansion_part2	us-congress	CHRG-118hhrg57756.txt	NO		that support Tribal sovereignty and well-being, and what is the
1494	expansion_part2	us-congress	CHRG-114hhrg20751.txt	NO		effects to their mental health and that has been well proven.
1495	expansion_part2	us-congress	CHRG-116hhrg41174.txt	NO		Well, I think both of those things could
1496	expansion_part2	us-congress	CHRG-115hhrg35951.txt	NO		In terms of infrastructure, we need to make sure that we
1497	expansion_part2	us-congress	CHRG-116hhrg40455.txt	NO		are entitled to, at a bare minimum, adequate medical care, as well as
1498	expansion_part2	ietf	minutes-122-tsvwg-202503190830.md	YES		charis will take over by presenting the available options in order to
1499	expansion_part2	ietf	minutes-91-alto.txt	NO		-- Jon presents his slides on bigger picture on where ALTO should go with
1500	expansion_part2	ietf	minutes-115-radextra-202211071300.md	NO		as User-Password no longer need to be obfuscated, and can be sent
1501	expansion_part2	us-congress	CHRG-117shrg59772.txt	NO		Let me ask you about a follow on to the New
1502	expansion_part2	us-congress	CHRG-117shrg44973.txt	NO		How will you ensure that any future support provided to
1503	expansion_part2	us-congress	CHRG-115shrg30282.txt	NO		I will now limit my remarks solely to the restoration of
1504	expansion_part2	us-congress	CHRG-118hhrg58669.txt	NO		the schools themselves as well.
1505	expansion_part2	us-congress	CHRG-118hhrg56349.txt	NO		degree, Bureau policy will inevitably reflect differences in
1506	expansion_part2	us-congress	CHRG-117hhrg43630.txt	NO		This roadmap will allow us and our development
1507	expansion_part2	ietf	minutes-90-dart.txt	YES		The following wonderful and heroic people have volunteered to review the
1508	expansion_part2	ietf	minutes-113-rtgwg.txt	NO		Even though the work probably needs to be done in spring, the mpls chairs will probably want to be kept in the loop.
1509	expansion_part2	ietf	minutes-72-tsvwg.txt	YES		- Will be seeking input from the working group on new format
1510	expansion_part2	us-congress	CHRG-114shrg69104674.txt	YES		a number, but I will get that number for you.
1511	expansion_part2	us-congress	CHRG-116hhrg40890.txt	NO		resources as well as the ability to collaborate with the HUD-
1512	expansion_part2	us-congress	CHRG-117shrg50550.txt	NO		We will see veterans through this surge
1513	expansion_part2	us-congress	CHRG-115hhrg29518.txt	NO		These things are going to happen.
1514	expansion_part2	us-congress	CHRG-117hhrg44983.txt	NO		that is how we should approach it, from a global problem, to
1515	expansion_part2	us-congress	CHRG-114hhrg23443.txt	NO		I do want to stress that we are committed to ensuring U.S.
1516	expansion_part2	us-congress	CHRG-118shrg49104050.txt	NO		Secretary Turk, I am going to begin with you.
1517	expansion_part2	us-congress	CHRG-114hhrg21525.txt	NO		Similarly, Iran has stated that it will refuse to allow inspectors
1518	expansion_part2	us-congress	CHRG-118shrg59703.txt	FRAG		Specifically, NOAA will make
1519	expansion_part2	us-congress	CHRG-117shrg48204.txt	YES		part of this agenda, I will strengthen the OCC's focus on
1520	expansion_part2	us-congress	CHRG-117hhrg46269.txt	NO		We are all going to be very
1521	expansion_part2	ietf	minutes-66-l1vpn.txt	NO		L1VPN may need to stabilize requirements
1522	expansion_part2	us-congress	CHRG-116hhrg37917.txt	NO		So perhaps new forms of indemnification will be needed to absorb
1523	expansion_part2	us-congress	CHRG-114shrg20940.txt	NO		line is that these new, more stringent standards are going to
1524	expansion_part2	us-congress	CHRG-114hhrg98916.txt	NO		compulsory military service will not yield the quality Army the
1525	expansion_part2	us-congress	CHRG-117shrg46202.txt	NO		We do forecast that production in the U.S. will dip
1526	expansion_part2	ietf	minutes-117-idr-202307242000.md	NO		holdtimer needs to be discussed.
1527	expansion_part2	us-congress	CHRG-118shrg59104061.txt	NO		When should we expect the next announcement of sanctions
1528	expansion_part2	us-congress	CHRG-116hhrg40455.txt	NO		mentally ill immigration detainees naked in deplorable conditions and
1529	expansion_part2	us-congress	CHRG-118hhrg52929.txt	NO		So, I can appreciate that concern.
1530	expansion_part2	us-congress	CHRG-117shrg50076.txt	NO		You testified that the Muscogee Creek Nation should not
1531	expansion_part2	us-congress	CHRG-118hhrg54449.txt	NO		muddy, and walks right up to the edge, and will potentially
1532	expansion_part2	us-congress	CHRG-118hhrg54163.txt	NO		I believe we also need to couple transparency
1533	expansion_part2	us-congress	CHRG-118hhrg55666.txt	NO		I plan to focus my remarks this morning on our vital
1534	expansion_part2	ietf	minutes-95-dime.txt	NO		Lionel - client needs to manage each individual request for group assignment.
1535	expansion_part2	ietf	minutes-108-rats-202007291100.txt	YES		(Kathleen) Will take steps to recommend for adoption.
1536	expansion_part2	us-congress	CHRG-118shrg57203.txt	NO		Circuit decision as well as a 2020 document that the agency put
1537	expansion_part2	us-congress	CHRG-116hhrg43928.txt	NO		environmental sustainability as well.
1538	expansion_part2	us-congress	CHRG-117shrg44967.txt	NO		My question is going to be for Mr. Sobocinski here in a
1539	expansion_part2	us-congress	CHRG-117hhrg57563.txt	NO		to have more diversity in clinical trials we need to make it
1540	expansion_part2	ietf	minutes-91-ace.txt	NO		You will still have an opportunity to fight for the content.
1541	expansion_part2	us-congress	CHRG-117hhrg47210.txt	NO		Like you, General McKenzie, I am going to be watching closely.
1542	expansion_part2	ietf	minutes-107-dispatch.txt	YES		chairs will improve on that in the future.
1543	expansion_part2	us-congress	CHRG-115shrg36552.txt	NO		law, and they will, of course.
1544	expansion_part2	us-congress	CHRG-118hhrg58429.txt	NO		you within, like, 30 seconds Huntsville is going to be cheaper
1545	expansion_part2	ietf	minutes-121-opsawg-202411060930.md	YES		was okay with this, and mcr will work to do this and submit a new draft.
1546	expansion_part2	us-congress	CHRG-114hhrg99627.txt	NO		With that, I will turn to the ranking member for any
1547	expansion_part2	us-congress	CHRG-118hhrg59459.txt	NO		Provisions and Future Needs.'' The hearing will provide Members
1548	expansion_part2	us-congress	CHRG-118hhrg56000.txt	NO		innovation, and the Biden Administration regulators should take
1549	expansion_part2	us-congress	CHRG-118hhrg53388.txt	NO		supported in their important safety efforts as well.
1550	expansion_part2	us-congress	CHRG-117shrg50076.txt	NO		The Congressional Commission created by S. 2907 will help further
1551	expansion_part2	us-congress	CHRG-118hhrg52632.txt	NO		Seeing none, thank you for your testimony, and we will
1552	expansion_part2	ietf	minutes-75-mpls.txt	NO		Ross (individual): great document, concise, well done
1553	expansion_part2	us-congress	CHRG-116hhrg36568.txt	NO		but I can tell you that there are some requirements that they
1554	expansion_part2	us-congress	CHRG-116shrg52726.txt	NO		Using blockchain in the near future, we'll have answers to
1555	expansion_part2	us-congress	CHRG-114hhrg26176.txt	NO		Silver Line from everything else and declare that it's going to
1556	expansion_part2	us-congress	CHRG-117hhrg48524.txt	NO		they will be 100 percent right all the time.
1557	expansion_part2	us-congress	CHRG-118shrg54470.txt	NO		Well, I appreciate you guys coming on
1558	expansion_part2	us-congress	CHRG-116hhrg43859.txt	NO		Well, thank you very much.
1559	expansion_part2	ietf	minutes-104-dnsop.txt	NO		Paul: Should be for zone administrators who want this served this way.
1560	expansion_part2	us-congress	CHRG-116hhrg40455.txt	NO		I will recognize my colleague, Mr. Crenshaw from Texas, for
1561	expansion_part2	ietf	minutes-94-v6ops.txt	NO		ÊÊÊÊÊÊÊ Q, Shin Miyazawa:Ê support for LorenzoÕs draft.Ê We should not charge for IP addresses.
1562	expansion_part2	us-congress	CHRG-118hhrg53388.txt	NO		programs that DOT should implement to improve efficiency and
1563	expansion_part2	us-congress	CHRG-115hhrg32478.txt	NO		And the fact that the resources are less than they need to be
1564	expansion_part2	us-congress	CHRG-118hhrg53002.txt	NO		COVID-19 will, in fact, heighten this chilling effect on the
1565	expansion_part2	ietf	minutes-110-masque.md	NO		Eric Kinnear: Yes, all the setting says is the server can do datagrams not that it will.
1566	expansion_part2	us-congress	CHRG-116shrg36264.txt	NO		Well, I think in the ten-year window I think
1567	expansion_part2	us-congress	CHRG-118hhrg55982.txt	NO		dollars--that's well more than the Service's annual budget.
1568	expansion_part2	ietf	minutes-90-tsvwg.txt	NO		Is the scope unclear, or people think we should not work on this?
1569	expansion_part2	ietf	minutes-98-teep.txt	NO		there needs trust apps, and types of trust apps doesn't need to be a
1570	expansion_part2	us-congress	CHRG-117shrg50344.txt	NO		residents should not be disadvantaged in accessing telehealth just
1571	expansion_part2	us-congress	CHRG-117shrg45439.txt	NO		States should be clear in pushing back on this illegal aggression, but
1572	expansion_part2	us-congress	CHRG-117hhrg45253.txt	NO		limit, and people are going to say, I don't want to earn that
1573	expansion_part2	us-congress	CHRG-114hhrg25269.txt	NO		the public, the industry should not be permitted to ignore court
1574	expansion_part2	us-congress	CHRG-114shrg25897.txt	NO		LHA 8, the first Flight 1 ship, will have a well deck to increase
1575	expansion_part2	us-congress	CHRG-117shrg47024.txt	NO		Now my question is, if we are really going to correct those
1576	expansion_part2	us-congress	CHRG-117shrg51736.txt	YES		I commit to using the appropriate CT tools at
1577	expansion_part2	us-congress	CHRG-115shrg39879.txt	NO		NTIA and the FCC should coordinate their expertise and
1578	expansion_part2	us-congress	CHRG-117hhrg47527.txt	NO		Again, I can't specifically talk on this
1579	expansion_part2	us-congress	CHRG-116hhrg41198.txt	NO		Act of 2018 included the provision that ``there shall be a presumption
1580	expansion_part2	ietf	minutes-67-l1vpn.txt	NO		should work on IS-IS as well?
1581	expansion_part2	us-congress	CHRG-114shrg93106.txt	NO		I will tell you how it works.
1582	expansion_part2	us-congress	CHRG-117hhrg44548.txt	NO		Indo-Pacific, I concur that the People of Guam should have a voice in
1583	expansion_part2	us-congress	CHRG-118hhrg52187.txt	NO		think we need to go forward modernizing that, though.
1584	expansion_part2	ietf	minutes-96-tcpinc.txt	YES		Action: draft-bittau-tcpinc-bcp should be renamed from -bcp to
1585	expansion_part2	us-congress	CHRG-116hhrg40455.txt	NO		Members of Congress and their staffs should visit detention
1586	expansion_part2	us-congress	CHRG-117shrg51186.txt	NO		Well, Chairman, thank you for the question.
1587	expansion_part2	us-congress	CHRG-118hhrg57120.txt	NO		what, $247 but the annual energy savings will be about $751,
1588	expansion_part2	us-congress	CHRG-116hhrg41198.txt	YES		We plan to introduce this technology next year, and it will
1589	expansion_part2	us-congress	CHRG-117shrg54364.txt	NO		desperately need to move ahead.
1590	expansion_part2	ietf	minutes-82-l2vpn.txt	NO		Need to point out this has been studied in ARMD.
1591	expansion_part2	ietf	minutes-111-gendispatch.txt	NO		Lars: don't think IESG proposal will work, prefer proposals from the community, but that is another topic
1592	expansion_part2	us-congress	CHRG-117hhrg46269.txt	YES		what I can commit to you is to follow up with you, to work
1593	expansion_part2	us-congress	CHRG-117shrg55819.txt	NO		In your view, will additional costs like this actually make
1594	expansion_part2	ietf	minutes-111-ace.txt	NO		Seems like it would count but need to confirm
1595	expansion_part2	us-congress	CHRG-118hhrg56926.txt	NO		parties should support these changes.
1596	expansion_part2	us-congress	CHRG-114hhrg98627.txt	NO		I apologize in advance for how I'm going to get this--
1597	expansion_part2	ietf	minutes-74-6lowpan.txt	NO		Carsten: the strong message will actually be the IESG message that the
1598	expansion_part2	us-congress	CHRG-114hhrg98891.txt	NO		will continue to get better.
1599	expansion_part2	us-congress	CHRG-117shrg50076.txt	NO		members of said tribe, shall ever exist in said Nation; and inasmuch as
